authors;title;publication_year;approach;approach_detail;downscaling _scale;location_name;control_variable;variable_description;variable_extra_description;response variable;response ecosystem;global_limit_ considered;year;boundary_percapita;territorial_boundary;footprint_percapita;territorial_footprint;overshoot;calculation_resolution;data_reference;social-policy involved;Observations
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Hunan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;98.46 kt;;1042.70 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Hubei;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;86.39 kt;;1523.12 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Heilongjiang;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;210.36 kt;;697.90 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Henan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;76.93 kt;;2384.07 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Hebei;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;87.57 kt;;1091.31 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Hainan;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;16.43 kt;;183.14 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Guizhou;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;81.86 kt;;476.10 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Guangxi;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;110.40 kt;;944.60 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Guangdong;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;83.564 kt;;1586.991 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Gansu;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;187.79 kt;;499.32 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Fujian;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;57.63 kt;;647.61 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Beijing;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;7.63 kt;;503.64 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;province;Anhui;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;65.12 kt;;848.62 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Australia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;3597.58 kt;;994.41 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Austria;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;38.98 kt;;185.92 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Belgium;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;14.19 kt;;245.88 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Bulgaria;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;51.59 kt;;150.99 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Brazil;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;3957.54 kt;;2849.29 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Canada;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;4640.18 kt;;1785.54 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Cyprus;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;4.30 kt;;16.69 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Czech Republic;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;36.65 kt;;214.49 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Germany;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;165.97 kt;;2116.05 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Denmark;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;20.03 kt;;153.51 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Spain;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;234.97 kt;;999.16 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Estonia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;21.02 kt;;22.42 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Finland;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;157.27 kt;;191.48 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;France;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;255.18 kt;;1880.45 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;United Kingdom;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;113.21 kt;;1578.57 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Greece;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;61.33 kt;;279.58 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Hungary;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;43.23 kt;;198.65 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Indonesia;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;888.07 kt;;2710.11 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;India;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;1527.69 kt;;15512.04 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Ireland;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;32.66 kt;;188.26 kt;;;;;consumption-based environmentl footprint
"Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.";A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management;2024;top down;distribution based on occupied land area;country;Italy;Nitrogen loss; amount of nitrogen discharged to water bodies and soil;;;;;2010;;140.04 kt;;939.37 kt;;;;;consumption-based environmentl footprint
